position,predictor
4389,dx_I6501
4390,dx_I6502
4391,dx_I6503
4392,dx_I6509
4393,dx_I651
4394,dx_I6521
4395,dx_I6522
4396,dx_I6523
4397,dx_I6529
4398,dx_I658
4399,dx_I659
4400,dx_I6601
4401,dx_I6602
4402,dx_I6603
4403,dx_I6609
4404,dx_I6611
4405,dx_I6612
4406,dx_I6613
4407,dx_I6619
4408,dx_I6621
4409,dx_I6622
4410,dx_I6623
4411,dx_I6629
4412,dx_I663
4413,dx_I668
4414,dx_I669
4415,dx_I670
4416,dx_I671
4417,dx_I672
4418,dx_I673
4419,dx_I674
4420,dx_I675
4421,dx_I676
4422,dx_I677
4423,dx_I6781
4424,dx_I6782
4425,dx_I6783
4426,dx_I67841
4427,dx_I67848
4428,dx_I67850
4429,dx_I67858
4430,dx_I6789
4431,dx_I679
4432,dx_I680
4433,dx_I682
4434,dx_I688
4435,dx_I6900
4436,dx_I69010
4437,dx_I69011
4438,dx_I69014
4439,dx_I69015
4440,dx_I69018
4441,dx_I69019
4442,dx_I69020
4443,dx_I69021
4444,dx_I69022
4445,dx_I69028
4446,dx_I69041
4447,dx_I69051
4448,dx_I69052
4449,dx_I69054
4450,dx_I69059
4451,dx_I69061
4452,dx_I69065
4453,dx_I69069
4454,dx_I69090
4455,dx_I69091
4456,dx_I69092
4457,dx_I69093
4458,dx_I69098
4459,dx_I6910
4460,dx_I6911
4461,dx_I69110
4462,dx_I69111
4463,dx_I69112
4464,dx_I69113
4465,dx_I69114
4466,dx_I69115
4467,dx_I69118
4468,dx_I69119
4469,dx_I69120
4470,dx_I69121
4471,dx_I69122
4472,dx_I69128
4473,dx_I69131
4474,dx_I69141
4475,dx_I69151
4476,dx_I69152
4477,dx_I69153
4478,dx_I69154
4479,dx_I69159
4480,dx_I69161
4481,dx_I69165
4482,dx_I69169
4483,dx_I69190
4484,dx_I69191
4485,dx_I69192
4486,dx_I69193
4487,dx_I69198
4488,dx_I6920
4489,dx_I69210
4490,dx_I69211
4491,dx_I69212
4492,dx_I69213
4493,dx_I69215
4494,dx_I69218
4495,dx_I69219
4496,dx_I69220
4497,dx_I69221
4498,dx_I69222
4499,dx_I69228
4500,dx_I69231
4501,dx_I69251
4502,dx_I69252
4503,dx_I69253
4504,dx_I69254
4505,dx_I69259
4506,dx_I69263
4507,dx_I69265
4508,dx_I69269
4509,dx_I69290
4510,dx_I69291
4511,dx_I69292
4512,dx_I69293
4513,dx_I69298
4514,dx_I6930
4515,dx_I6931
4516,dx_I69310
4517,dx_I69311
4518,dx_I69312
4519,dx_I69313
4520,dx_I69314
4521,dx_I69315
4522,dx_I69318
4523,dx_I69319
4524,dx_I69320
4525,dx_I69321
4526,dx_I69322
4527,dx_I69323
4528,dx_I69328
4529,dx_I69331
4530,dx_I69332
4531,dx_I69334
4532,dx_I69339
4533,dx_I69341
4534,dx_I69342
4535,dx_I69344
4536,dx_I69349
4537,dx_I69351
4538,dx_I69352
4539,dx_I69353
4540,dx_I69354
4541,dx_I69359
4542,dx_I69361
4543,dx_I69362
4544,dx_I69363
4545,dx_I69364
4546,dx_I69365
4547,dx_I69369
4548,dx_I69390
4549,dx_I69391
4550,dx_I69392
4551,dx_I69393
4552,dx_I69398
4553,dx_I6980
4554,dx_I6981
4555,dx_I69810
4556,dx_I69811
4557,dx_I69812
4558,dx_I69813
4559,dx_I69814
4560,dx_I69815
4561,dx_I69818
4562,dx_I69819
4563,dx_I69820
4564,dx_I69821
4565,dx_I69822
4566,dx_I69823
4567,dx_I69828
4568,dx_I69831
4569,dx_I69834
4570,dx_I69839
4571,dx_I69841
4572,dx_I69844
4573,dx_I69849
4574,dx_I69851
4575,dx_I69852
4576,dx_I69853
4577,dx_I69854
4578,dx_I69859
4579,dx_I69861
4580,dx_I69864
4581,dx_I69865
4582,dx_I69869
4583,dx_I69890
4584,dx_I69891
4585,dx_I69892
4586,dx_I69893
4587,dx_I69898
4588,dx_I6990
4589,dx_I6991
4590,dx_I69910
4591,dx_I69911
4592,dx_I69918
4593,dx_I69919
4594,dx_I69920
4595,dx_I69921
4596,dx_I69922
4597,dx_I69923
4598,dx_I69928
4599,dx_I69931
4600,dx_I69934
4601,dx_I69939
4602,dx_I69949
4603,dx_I69951
4604,dx_I69952
4605,dx_I69953
4606,dx_I69954
4607,dx_I69959
4608,dx_I69964
4609,dx_I69965
4610,dx_I69969
4611,dx_I69990
4612,dx_I69991
4613,dx_I69992
4614,dx_I69993
4615,dx_I69998
4616,dx_I700
4617,dx_I701
4618,dx_I70201
4619,dx_I70202
4620,dx_I70203
4621,dx_I70208
4622,dx_I70209
4623,dx_I70212
4624,dx_I70213
4625,dx_I70218
4626,dx_I70221
4627,dx_I70222
4628,dx_I70223
4629,dx_I70228
4630,dx_I70229
4631,dx_I70235
4632,dx_I70238
4633,dx_I70248
4634,dx_I7025
4635,dx_I70261
4636,dx_I70262
4637,dx_I70263
4638,dx_I70268
4639,dx_I70291
4640,dx_I70292
4641,dx_I70298
4642,dx_I70311
4643,dx_I708
4644,dx_I7090
4645,dx_I7091
4646,dx_I7092
4647,dx_I7100
4648,dx_I7101
4649,dx_I71010
4650,dx_I71011
4651,dx_I71012
4652,dx_I71019
4653,dx_I7102
4654,dx_I7103
4655,dx_I711
4656,dx_I7110
4657,dx_I7111
4658,dx_I7113
4659,dx_I712
4660,dx_I7120
4661,dx_I7121
4662,dx_I7122
4663,dx_I7123
4664,dx_I713
4665,dx_I7132
4666,dx_I714
4667,dx_I7140
4668,dx_I7142
4669,dx_I7143
4670,dx_I716
4671,dx_I7160
4672,dx_I7161
4673,dx_I718
4674,dx_I719
4675,dx_I720
4676,dx_I721
4677,dx_I722
4678,dx_I723
4679,dx_I724
4680,dx_I725
4681,dx_I726
4682,dx_I728
4683,dx_I729
4684,dx_I7300
4685,dx_I7301
4686,dx_I731
4687,dx_I7381
4688,dx_I7389
4689,dx_I739
4690,dx_I7401
4691,dx_I7409
4692,dx_I7410
4693,dx_I7411
4694,dx_I7419
4695,dx_I742
4696,dx_I743
4697,dx_I744
4698,dx_I745
4699,dx_I748
4700,dx_I749
4701,dx_I75013
4702,dx_I75021
4703,dx_I75022
4704,dx_I75023
4705,dx_I7589
4706,dx_I770
4707,dx_I771
4708,dx_I772
4709,dx_I773
4710,dx_I774
4711,dx_I775
4712,dx_I776
4713,dx_I7770
4714,dx_I7771
4715,dx_I7772
4716,dx_I7773
4717,dx_I7774
4718,dx_I7775
4719,dx_I7776
4720,dx_I7777
4721,dx_I7779
4722,dx_I7781
4723,dx_I77810
4724,dx_I77811
4725,dx_I77812
4726,dx_I77819
4727,dx_I7782
4728,dx_I7789
4729,dx_I779
4730,dx_I780
4731,dx_I781
4732,dx_I788
4733,dx_I789
4734,dx_I790
4735,dx_I791
4736,dx_I798
4737,dx_I81
4738,dx_I820
4739,dx_I82211
4740,dx_I82221
4741,dx_I82291
4742,dx_I82501
4743,dx_I82502
4744,dx_I82503
4745,dx_I82509
4746,dx_I82511
4747,dx_I82512
4748,dx_I82513
4749,dx_I82519
4750,dx_I82521
4751,dx_I82522
4752,dx_I82523
4753,dx_I82529
4754,dx_I82531
4755,dx_I82532
4756,dx_I82533
4757,dx_I82539
4758,dx_I82541
4759,dx_I82542
4760,dx_I82549
4761,dx_I82551
4762,dx_I82552
4763,dx_I82561
4764,dx_I82562
4765,dx_I82591
4766,dx_I82592
4767,dx_I82593
4768,dx_I82599
4769,dx_I825Y1
4770,dx_I825Y2
4771,dx_I825Y3
4772,dx_I825Y9
4773,dx_I825Z1
4774,dx_I825Z2
4775,dx_I825Z3
4776,dx_I825Z9
4777,dx_I82719
4778,dx_I82729
4779,dx_I82891
4780,dx_I82A29
4781,dx_I82B29
4782,dx_I82C29
4783,dx_I8500
4784,dx_I8501
4785,dx_I8510
4786,dx_I8511
4787,dx_I864
4788,dx_I890
4789,dx_I97130
4790,dx_I97131
4791,dx_J40
4792,dx_J410
4793,dx_J411
4794,dx_J418
4795,dx_J42
4796,dx_J43
4797,dx_J430
4798,dx_J431
4799,dx_J432
4800,dx_J438
4801,dx_J439
4802,dx_J440
4803,dx_J441
4804,dx_J448
4805,dx_J4481
4806,dx_J4489
4807,dx_J449
4808,dx_J45
4809,dx_J452
4810,dx_J4520
4811,dx_J4521
4812,dx_J4522
4813,dx_J453
4814,dx_J4530
4815,dx_J4531
4816,dx_J4532
4817,dx_J454
4818,dx_J4540
4819,dx_J4541
4820,dx_J4542
4821,dx_J455
4822,dx_J4550
4823,dx_J4551
4824,dx_J4552
4825,dx_J459
4826,dx_J4590
4827,dx_J45901
4828,dx_J45902
4829,dx_J45909
4830,dx_J45990
4831,dx_J45991
4832,dx_J45998
4833,dx_J470
4834,dx_J471
4835,dx_J479
4836,dx_J4A0
4837,dx_J4A8
4838,dx_J4A9
4839,dx_J620
4840,dx_J628
4841,dx_J630
4842,dx_J632
4843,dx_J633
4844,dx_J634
4845,dx_J635
4846,dx_J636
4847,dx_J64
4848,dx_J65
4849,dx_J660
4850,dx_J662
4851,dx_J668
4852,dx_J670
4853,dx_J671
4854,dx_J672
4855,dx_J676
4856,dx_J677
4857,dx_J678
4858,dx_J679
4859,dx_J684
4860,dx_J701
4861,dx_J703
4862,dx_J8401
4863,dx_J8402
4864,dx_J8403
4865,dx_J8409
4866,dx_J8410
4867,dx_J84111
4868,dx_J84112
4869,dx_J84113
4870,dx_J84114
4871,dx_J84115
4872,dx_J84116
4873,dx_J84117
4874,dx_J8417
4875,dx_J84170
4876,dx_J84178
4877,dx_J842
4878,dx_J8481
4879,dx_J8483
4880,dx_J84841
4881,dx_J84842
4882,dx_J84843
4883,dx_J84848
4884,dx_J8489
4885,dx_J849
4886,dx_J9500
4887,dx_J9501
4888,dx_J9502
4889,dx_J9503
4890,dx_J9504
4891,dx_J9509
4892,dx_J95850
4893,dx_J9610
4894,dx_J9611
4895,dx_J9612
4896,dx_J9620
4897,dx_J9621
4898,dx_J9622
4899,dx_J985
4900,dx_J9851
4901,dx_J9859
4902,dx_J986
4903,dx_K110
4904,dx_K111
4905,dx_K117
4906,dx_K200
4907,dx_K220
4908,dx_K224
4909,dx_K225
4910,dx_K2270
4911,dx_K22710
4912,dx_K22711
4913,dx_K22719
4914,dx_K228
4915,dx_K2281
4916,dx_K2282
4917,dx_K2289
4918,dx_K250
4919,dx_K251
4920,dx_K252
4921,dx_K253
4922,dx_K254
4923,dx_K255
4924,dx_K256
4925,dx_K257
4926,dx_K259
4927,dx_K260
4928,dx_K261
4929,dx_K262
4930,dx_K263
4931,dx_K264
4932,dx_K265
4933,dx_K266
4934,dx_K267
4935,dx_K269
4936,dx_K270
4937,dx_K271
4938,dx_K272
4939,dx_K273
4940,dx_K274
4941,dx_K275
4942,dx_K277
4943,dx_K279
4944,dx_K280
4945,dx_K281
4946,dx_K282
4947,dx_K283
4948,dx_K284
4949,dx_K285
4950,dx_K287
4951,dx_K289
4952,dx_K2920
4953,dx_K2921
4954,dx_K3184
4955,dx_K31A0
4956,dx_K31A11
4957,dx_K31A12
4958,dx_K31A13
4959,dx_K31A14
4960,dx_K31A15
4961,dx_K31A19
4962,dx_K31A21
4963,dx_K31A29
4964,dx_K449
4965,dx_K50
4966,dx_K500
4967,dx_K5000
4968,dx_K50011
4969,dx_K50012
4970,dx_K50013
4971,dx_K50014
4972,dx_K50018
4973,dx_K50019
4974,dx_K5010
4975,dx_K50111
4976,dx_K50112
4977,dx_K50113
4978,dx_K50114
4979,dx_K50118
4980,dx_K50119
4981,dx_K508
4982,dx_K5080
4983,dx_K50811
4984,dx_K50812
4985,dx_K50813
4986,dx_K50814
4987,dx_K50818
4988,dx_K50819
4989,dx_K509
4990,dx_K5090
4991,dx_K50911
4992,dx_K50912
4993,dx_K50913
4994,dx_K50914
4995,dx_K50918
4996,dx_K50919
4997,dx_K510
4998,dx_K5100
4999,dx_K51011
5000,dx_K51012
5001,dx_K51013
5002,dx_K51014
5003,dx_K51018
5004,dx_K51019
5005,dx_K5120
5006,dx_K5121
5007,dx_K51211
5008,dx_K51212
5009,dx_K51213
5010,dx_K51214
5011,dx_K51218
5012,dx_K51219
5013,dx_K5130
5014,dx_K51311
5015,dx_K51312
5016,dx_K51313
5017,dx_K51314
5018,dx_K51318
5019,dx_K51319
5020,dx_K5140
5021,dx_K51411
5022,dx_K51414
5023,dx_K51418
5024,dx_K51419
5025,dx_K5150
5026,dx_K51511
5027,dx_K51512
5028,dx_K51513
5029,dx_K51514
5030,dx_K51518
5031,dx_K51519
5032,dx_K5180
5033,dx_K51811
5034,dx_K51812
5035,dx_K51813
5036,dx_K51814
5037,dx_K51818
5038,dx_K51819
5039,dx_K519
5040,dx_K5190
5041,dx_K51911
5042,dx_K51912
5043,dx_K51913
5044,dx_K51914
5045,dx_K51918
5046,dx_K51919
5047,dx_K551
5048,dx_K558
5049,dx_K559
5050,dx_K562
5051,dx_K58
5052,dx_K580
5053,dx_K581
5054,dx_K582
5055,dx_K588
5056,dx_K589
5057,dx_K593
5058,dx_K5931
5059,dx_K5939
5060,dx_K60312
5061,dx_K60313
5062,dx_K60322
5063,dx_K60323
5064,dx_K60412
5065,dx_K60422
5066,dx_K60512
5067,dx_K60513
5068,dx_K60522
5069,dx_K624
5070,dx_K6282
5071,dx_K632
5072,dx_K700
5073,dx_K7010
5074,dx_K7030
5075,dx_K7031
5076,dx_K709
5077,dx_K7110
5078,dx_K7111
5079,dx_K713
5080,dx_K7150
5081,dx_K7151
5082,dx_K716
5083,dx_K717
5084,dx_K718
5085,dx_K7210
5086,dx_K7211
5087,dx_K7290
5088,dx_K7291
5089,dx_K730
5090,dx_K731
5091,dx_K732
5092,dx_K738
5093,dx_K739
5094,dx_K740
5095,dx_K7400
5096,dx_K7401
5097,dx_K7402
5098,dx_K741
5099,dx_K742
5100,dx_K743
5101,dx_K744
5102,dx_K745
5103,dx_K746
5104,dx_K7460
5105,dx_K7469
5106,dx_K751
5107,dx_K752
5108,dx_K753
5109,dx_K754
5110,dx_K7581
5111,dx_K7589
5112,dx_K759
5113,dx_K760
5114,dx_K761
5115,dx_K762
5116,dx_K763
5117,dx_K764
5118,dx_K765
5119,dx_K766
5120,dx_K767
5121,dx_K768
5122,dx_K7681
5123,dx_K7682
5124,dx_K7689
5125,dx_K769
5126,dx_K77
5127,dx_K811
5128,dx_K823
5129,dx_K824
5130,dx_K828
5131,dx_K8301
5132,dx_K833
5133,dx_K834
5134,dx_K835
5135,dx_K838
5136,dx_K861
5137,dx_K862
5138,dx_K863
5139,dx_K868
5140,dx_K8681
5141,dx_K8689
5142,dx_K900
5143,dx_K901
5144,dx_K902
5145,dx_K903
5146,dx_K9081
5147,dx_K9082
5148,dx_K90821
5149,dx_K90822
5150,dx_K90829
5151,dx_K9083
5152,dx_K9089
5153,dx_K915
5154,dx_K9182
5155,dx_K9420
5156,dx_K9421
5157,dx_K9422
5158,dx_K9423
5159,dx_K9429
5160,dx_L100
5161,dx_L101
5162,dx_L102
5163,dx_L104
5164,dx_L109
5165,dx_L120
5166,dx_L121
5167,dx_L122
5168,dx_L128
5169,dx_L130
5170,dx_L131
5171,dx_L138
5172,dx_L139
5173,dx_L4050
5174,dx_L4051
5175,dx_L4054
5176,dx_L4059
5177,dx_L574
5178,dx_L744
5179,dx_L89
5180,dx_L89000
5181,dx_L89001
5182,dx_L89002
5183,dx_L89003
5184,dx_L89009
5185,dx_L89010
5186,dx_L89011
5187,dx_L89012
5188,dx_L89013
5189,dx_L89014
5190,dx_L89016
5191,dx_L89019
5192,dx_L89020
5193,dx_L89021
5194,dx_L89022
5195,dx_L89023
5196,dx_L89024
5197,dx_L89026
5198,dx_L89029
5199,dx_L89100
5200,dx_L89101
5201,dx_L89102
5202,dx_L89103
5203,dx_L89104
5204,dx_L89106
5205,dx_L89109
5206,dx_L89110
5207,dx_L89111
5208,dx_L89112
5209,dx_L89113
5210,dx_L89114
5211,dx_L89116
5212,dx_L89119
5213,dx_L89120
5214,dx_L89121
5215,dx_L89122
5216,dx_L89123
5217,dx_L89124
5218,dx_L89126
5219,dx_L89129
5220,dx_L89130
5221,dx_L89131
5222,dx_L89132
5223,dx_L89133
5224,dx_L89134
5225,dx_L89136
5226,dx_L89139
5227,dx_L89140
5228,dx_L89141
5229,dx_L89142
5230,dx_L89143
5231,dx_L89144
5232,dx_L89146
5233,dx_L89149
5234,dx_L8915
5235,dx_L89150
5236,dx_L89151
5237,dx_L89152
5238,dx_L89153
5239,dx_L89154
5240,dx_L89156
5241,dx_L89159
5242,dx_L89200
5243,dx_L89201
5244,dx_L89202
5245,dx_L89203
5246,dx_L89204
5247,dx_L89206
5248,dx_L89209
5249,dx_L89210
5250,dx_L89211
5251,dx_L89212
5252,dx_L89213
5253,dx_L89214
5254,dx_L89216
5255,dx_L89219
5256,dx_L89220
5257,dx_L89221
5258,dx_L89222
5259,dx_L89223
5260,dx_L89224
5261,dx_L89226
5262,dx_L89229
5263,dx_L89300
5264,dx_L89301
5265,dx_L89302
5266,dx_L89303
5267,dx_L89304
5268,dx_L89306
5269,dx_L89309
5270,dx_L89310
5271,dx_L89311
5272,dx_L89312
5273,dx_L89313
5274,dx_L89314
5275,dx_L89316
5276,dx_L89319
5277,dx_L89320
5278,dx_L89321
5279,dx_L89322
5280,dx_L89323
5281,dx_L89324
5282,dx_L89326
5283,dx_L89329
5284,dx_L8940
5285,dx_L8941
5286,dx_L8942
5287,dx_L8943
5288,dx_L8944
5289,dx_L8945
5290,dx_L8946
5291,dx_L89500
5292,dx_L89501
5293,dx_L89502
5294,dx_L89509
5295,dx_L89510
5296,dx_L89511
5297,dx_L89512
5298,dx_L89513
5299,dx_L89514
5300,dx_L89516
5301,dx_L89519
5302,dx_L89520
5303,dx_L89521
5304,dx_L89522
5305,dx_L89523
5306,dx_L89524
5307,dx_L89526
5308,dx_L89529
5309,dx_L89600
5310,dx_L89601
5311,dx_L89602
5312,dx_L89603
5313,dx_L89606
5314,dx_L89609
5315,dx_L89610
5316,dx_L89611
5317,dx_L89612
5318,dx_L89613
5319,dx_L89614
5320,dx_L89616
5321,dx_L89619
5322,dx_L89620
5323,dx_L89621
5324,dx_L89622
5325,dx_L89623
5326,dx_L89624
5327,dx_L89626
5328,dx_L89629
5329,dx_L89810
5330,dx_L89811
5331,dx_L89812
5332,dx_L89813
5333,dx_L89814
5334,dx_L89816
5335,dx_L89819
5336,dx_L89890
5337,dx_L89891
5338,dx_L89892
5339,dx_L89893
5340,dx_L89894
5341,dx_L89896
5342,dx_L89899
5343,dx_L899
5344,dx_L8990
5345,dx_L8991
5346,dx_L8992
5347,dx_L8993
5348,dx_L8994
5349,dx_L8995
5350,dx_L8996
5351,dx_L900
5352,dx_L904
5353,dx_L930
5354,dx_L932
5355,dx_L940
5356,dx_L941
5357,dx_L943
5358,dx_L97102
5359,dx_L97103
5360,dx_L97109
5361,dx_L97111
5362,dx_L97112
5363,dx_L97113
5364,dx_L97118
5365,dx_L97119
5366,dx_L97121
5367,dx_L97122
5368,dx_L97124
5369,dx_L97126
5370,dx_L97128
5371,dx_L97129
5372,dx_L97209
5373,dx_L97211
5374,dx_L97212
5375,dx_L97213
5376,dx_L97218
5377,dx_L97219
5378,dx_L97221
5379,dx_L97222
5380,dx_L97223
5381,dx_L97226
5382,dx_L97228
5383,dx_L97229
5384,dx_L97301
5385,dx_L97309
5386,dx_L97311
5387,dx_L97312
5388,dx_L97313
5389,dx_L97314
5390,dx_L97315
5391,dx_L97318
5392,dx_L97319
5393,dx_L97321
5394,dx_L97322
5395,dx_L97323
5396,dx_L97326
5397,dx_L97328
5398,dx_L97329
5399,dx_L97401
5400,dx_L97402
5401,dx_L97409
5402,dx_L97411
5403,dx_L97412
5404,dx_L97414
5405,dx_L97416
5406,dx_L97418
5407,dx_L97419
5408,dx_L97421
5409,dx_L97422
5410,dx_L97424
5411,dx_L97426
5412,dx_L97428
5413,dx_L97429
5414,dx_L97501
5415,dx_L97503
5416,dx_L97508
5417,dx_L97509
5418,dx_L97511
5419,dx_L97512
5420,dx_L97514
5421,dx_L97516
5422,dx_L97518
5423,dx_L97519
5424,dx_L97521
5425,dx_L97522
5426,dx_L97523
5427,dx_L97524
5428,dx_L97525
5429,dx_L97526
5430,dx_L97528
5431,dx_L97529
5432,dx_L97801
5433,dx_L97809
5434,dx_L97811
5435,dx_L97812
5436,dx_L97813
5437,dx_L97814
5438,dx_L97815
5439,dx_L97816
5440,dx_L97818
5441,dx_L97819
5442,dx_L97821
5443,dx_L97822
5444,dx_L97823
5445,dx_L97824
5446,dx_L97826
5447,dx_L97828
5448,dx_L97829
5449,dx_L97901
5450,dx_L97902
5451,dx_L97909
5452,dx_L97911
5453,dx_L97912
5454,dx_L97913
5455,dx_L97918
5456,dx_L97919
5457,dx_L97921
5458,dx_L97922
5459,dx_L97924
5460,dx_L97925
5461,dx_L97929
5462,dx_L98411
5463,dx_L98412
5464,dx_L98413
5465,dx_L98418
5466,dx_L98419
5467,dx_L98421
5468,dx_L98422
5469,dx_L98423
5470,dx_L98424
5471,dx_L98426
5472,dx_L98428
5473,dx_L98429
5474,dx_L98431
5475,dx_L98439
5476,dx_L98441
5477,dx_L98451
5478,dx_L98452
5479,dx_L98459
5480,dx_L98461
5481,dx_L98469
5482,dx_L98471
5483,dx_L98472
5484,dx_L98476
5485,dx_L98479
5486,dx_L98491
5487,dx_L98492
5488,dx_L98493
5489,dx_L98494
5490,dx_L98495
5491,dx_L98496
5492,dx_L98498
5493,dx_L98499
5494,dx_L988
5495,dx_M041
5496,dx_M0500
5497,dx_M0510
5498,dx_M0519
5499,dx_M0520
5500,dx_M05241
5501,dx_M0529
5502,dx_M0530
5503,dx_M0540
5504,dx_M05462
5505,dx_M0550
5506,dx_M05562
5507,dx_M05571
5508,dx_M0560
5509,dx_M05661
5510,dx_M05662
5511,dx_M05672
5512,dx_M0569
5513,dx_M0570
5514,dx_M05711
5515,dx_M05712
5516,dx_M05731
5517,dx_M05732
5518,dx_M05741
5519,dx_M05742
5520,dx_M05752
5521,dx_M05761
5522,dx_M05762
5523,dx_M05771
5524,dx_M05772
5525,dx_M0579
5526,dx_M057A
5527,dx_M0580
5528,dx_M05811
5529,dx_M05831
5530,dx_M05832
5531,dx_M05841
5532,dx_M05842
5533,dx_M05861
5534,dx_M05862
5535,dx_M05871
5536,dx_M05872
5537,dx_M0589
5538,dx_M058A
5539,dx_M059
5540,dx_M05A
5541,dx_M0600
5542,dx_M06021
5543,dx_M06031
5544,dx_M06032
5545,dx_M06041
5546,dx_M06042
5547,dx_M06049
5548,dx_M06052
5549,dx_M06061
5550,dx_M06062
5551,dx_M06071
5552,dx_M06072
5553,dx_M0609
5554,dx_M060A
5555,dx_M061
5556,dx_M06262
5557,dx_M06271
5558,dx_M0630
5559,dx_M06321
5560,dx_M06322
5561,dx_M06329
5562,dx_M06331
5563,dx_M06332
5564,dx_M06341
5565,dx_M06342
5566,dx_M06349
5567,dx_M06361
5568,dx_M06362
5569,dx_M06371
5570,dx_M06372
5571,dx_M0638
5572,dx_M0639
5573,dx_M064
5574,dx_M0680
5575,dx_M06831
5576,dx_M06832
5577,dx_M06841
5578,dx_M06842
5579,dx_M06852
5580,dx_M06861
5581,dx_M06862
5582,dx_M06871
5583,dx_M06872
5584,dx_M0688
5585,dx_M0689
5586,dx_M068A
5587,dx_M069
5588,dx_M0760
5589,dx_M07611
5590,dx_M07621
5591,dx_M07622
5592,dx_M07631
5593,dx_M07639
5594,dx_M07641
5595,dx_M07642
5596,dx_M07649
5597,dx_M07651
5598,dx_M07652
5599,dx_M07661
5600,dx_M07662
5601,dx_M07669
5602,dx_M07671
5603,dx_M07672
5604,dx_M07679
5605,dx_M0768
5606,dx_M0769
5607,dx_M0800
5608,dx_M08011
5609,dx_M08012
5610,dx_M08019
5611,dx_M08021
5612,dx_M08022
5613,dx_M0803
5614,dx_M08031
5615,dx_M08032
5616,dx_M08039
5617,dx_M08041
5618,dx_M08042
5619,dx_M08049
5620,dx_M08051
5621,dx_M08052
5622,dx_M08059
5623,dx_M08061
5624,dx_M08062
5625,dx_M08069
5626,dx_M08071
5627,dx_M08072
5628,dx_M08079
5629,dx_M0808
5630,dx_M0809
5631,dx_M080A
5632,dx_M081
5633,dx_M0820
5634,dx_M08211
5635,dx_M08212
5636,dx_M08219
5637,dx_M08221
5638,dx_M08222
5639,dx_M08229
5640,dx_M08231
5641,dx_M08232
5642,dx_M08239
5643,dx_M08241
5644,dx_M08242
5645,dx_M08249
5646,dx_M08251
5647,dx_M08252
5648,dx_M08259
5649,dx_M08261
5650,dx_M08262
5651,dx_M08269
5652,dx_M08271
5653,dx_M08272
5654,dx_M08279
5655,dx_M0828
5656,dx_M0829
5657,dx_M082A
5658,dx_M083
5659,dx_M0840
5660,dx_M08411
5661,dx_M08412
5662,dx_M08419
5663,dx_M08421
5664,dx_M08422
5665,dx_M08431
5666,dx_M08432
5667,dx_M08439
5668,dx_M08441
5669,dx_M08442
5670,dx_M08449
5671,dx_M08451
5672,dx_M08452
5673,dx_M08459
5674,dx_M08461
5675,dx_M08462
5676,dx_M08469
5677,dx_M08471
5678,dx_M08472
5679,dx_M08479
5680,dx_M0848
5681,dx_M084A
5682,dx_M0880
5683,dx_M08811
5684,dx_M08812
5685,dx_M08821
5686,dx_M08822
5687,dx_M0883
5688,dx_M08831
5689,dx_M08832
5690,dx_M08839
5691,dx_M08841
5692,dx_M08842
5693,dx_M08849
5694,dx_M08851
5695,dx_M08852
5696,dx_M08859
5697,dx_M08861
5698,dx_M08862
5699,dx_M08869
5700,dx_M08871
5701,dx_M08872
5702,dx_M08879
5703,dx_M0888
5704,dx_M0889
5705,dx_M089
5706,dx_M0890
5707,dx_M08911
5708,dx_M08912
5709,dx_M08919
5710,dx_M08921
5711,dx_M08922
5712,dx_M08929
5713,dx_M08931
5714,dx_M08932
5715,dx_M08939
5716,dx_M08941
5717,dx_M08942
5718,dx_M08949
5719,dx_M08951
5720,dx_M08952
5721,dx_M08959
5722,dx_M08961
5723,dx_M08962
5724,dx_M08969
5725,dx_M08971
5726,dx_M08972
5727,dx_M08979
5728,dx_M0898
5729,dx_M0899
5730,dx_M089A
5731,dx_M1000
5732,dx_M10062
5733,dx_M10071
5734,dx_M10072
5735,dx_M10079
5736,dx_M1030
5737,dx_M10371
5738,dx_M10372
5739,dx_M10379
5740,dx_M1039
5741,dx_M10471
5742,dx_M10472
5743,dx_M1049
5744,dx_M109
5745,dx_M1120
5746,dx_M11212
5747,dx_M11221
5748,dx_M11242
5749,dx_M11251
5750,dx_M11252
5751,dx_M11262
5752,dx_M11272
5753,dx_M11279
5754,dx_M1128
5755,dx_M1180
5756,dx_M11851
5757,dx_M11862
5758,dx_M11871
5759,dx_M119
5760,dx_M1200
5761,dx_M12062
5762,dx_M1A0711
5763,dx_M1A09X0
5764,dx_M1A3710
5765,dx_M1A39X0
5766,dx_M1A4490
5767,dx_M1A4711
5768,dx_M1A9XX1
5769,dx_M21051
5770,dx_M21052
5771,dx_M21059
5772,dx_M21151
5773,dx_M21152
5774,dx_M21159
5775,dx_M21331
5776,dx_M21332
5777,dx_M21339
5778,dx_M21371
5779,dx_M21372
5780,dx_M21379
5781,dx_M21511
5782,dx_M21512
5783,dx_M21519
5784,dx_M21521
5785,dx_M21522
5786,dx_M21529
5787,dx_M21531
5788,dx_M21532
5789,dx_M21539
5790,dx_M21541
5791,dx_M21542
5792,dx_M21549
5793,dx_M216X1
5794,dx_M216X2
5795,dx_M216X9
5796,dx_M21751
5797,dx_M21752
5798,dx_M21759
5799,dx_M21761
5800,dx_M21762
5801,dx_M21763
5802,dx_M21764
5803,dx_M21769
5804,dx_M23200
5805,dx_M23201
5806,dx_M23202
5807,dx_M23203
5808,dx_M23204
